latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
38.14,-96.26,306.8,3.2,1.7,2021-03-31,1850,A,62,6.0NRT,292.7,27.8,D
38.137,-96.266,307.4,3.2,1.7,2021-03-31,1850,A,65,6.0NRT,292.7,32.5,D
37.965,-97.018,310.5,3.6,1.8,2021-03-31,1850,A,70,6.0NRT,293.4,47.6,D
38.14,-96.384,322.2,3.3,1.7,2021-03-31,1850,A,81,6.0NRT,294.1,97.9,D
38.131,-96.419,315.2,3.3,1.7,2021-03-31,1850,A,75,6.0NRT,296.8,61.9,D
38.155,-96.635,321.1,3.4,1.7,2021-03-31,1850,A,80,6.0NRT,291.1,92.9,D
37.685,-98.45,305.9,4.5,2,2021-03-31,1850,A,62,6.0NRT,292.8,40.5,D
38.189,-96.568,325.2,3.4,1.7,2021-03-31,1850,A,64,6.0NRT,292.2,105.9,D
38.18,-96.605,354.3,3.4,1.7,2021-03-31,1850,A,98,6.0NRT,294.7,401.5,D
38.17,-96.641,321.2,3.4,1.7,2021-03-31,1850,A,62,6.0NRT,291.9,89.5,D
37.806,-98.134,302.9,4.3,1.9,2021-03-31,1850,A,53,6.0NRT,291,28.9,D
38.212,-96.741,306.9,3.4,1.7,2021-03-31,1850,A,35,6.0NRT,291.5,29.6,D
37.808,-98.144,302.4,4.3,1.9,2021-03-31,1850,A,50,6.0NRT,291.1,27.2,D
38.279,-96.653,361.6,3.4,1.7,2021-03-31,1850,A,100,6.0NRT,294.5,514.7,D
38.27,-96.69,311.8,3.4,1.7,2021-03-31,1850,A,28,6.0NRT,290.5,42.9,D
38.285,-96.697,319,3.4,1.7,2021-03-31,1850,A,79,6.0NRT,292,81.8,D
38.276,-96.735,328.7,3.4,1.7,2021-03-31,1850,A,86,6.0NRT,292.8,145.1,D
38.272,-96.817,304.3,3.5,1.8,2021-03-31,1850,A,59,6.0NRT,292.6,23.2,D
38.274,-96.655,346.9,3.4,1.7,2021-03-31,1850,A,95,6.0NRT,293,300.7,D
38.289,-96.661,322.4,3.4,1.7,2021-03-31,1850,A,80,6.0NRT,292.4,99.7,D
38.28,-96.698,323.3,3.4,1.7,2021-03-31,1850,A,82,6.0NRT,291.7,105.7,D
38.27,-96.736,326.8,3.4,1.7,2021-03-31,1850,A,84,6.0NRT,291.8,126.7,D
38.266,-96.818,303.5,3.5,1.8,2021-03-31,1850,A,56,6.0NRT,291.9,20.1,D
38.499,-96.012,303.9,3.1,1.7,2021-03-31,1850,A,51,6.0NRT,290.7,16.9,D
38.085,-98.022,306.4,4.1,1.9,2021-03-31,1850,A,63,6.0NRT,290.7,39.8,D
38.073,-98.066,335.8,4.2,1.9,2021-03-31,1850,A,90,6.0NRT,291.7,275.3,D
38.089,-98.073,327.3,4.2,1.9,2021-03-31,1850,A,85,6.0NRT,291.4,184.1,D
37.859,-98.933,304.5,4.7,2,2021-03-31,1850,A,59,6.0NRT,292.2,38.2,D
37.858,-98.935,305.3,4.7,2,2021-03-31,1850,A,61,6.0NRT,292,39.5,D
40.439,-87.533,304.1,1,1,2021-03-31,1850,A,58,6.0NRT,286.2,4.4,D
38.545,-96.909,307.2,3.4,1.7,2021-03-31,1850,A,65,6.0NRT,292.5,34.7,D
38.553,-97.211,306.7,3.6,1.8,2021-03-31,1850,A,64,6.0NRT,291.7,36.3,D
38.546,-97.211,304.6,3.6,1.8,2021-03-31,1850,A,59,6.0NRT,290.6,28.8,D
38.587,-97.315,307.8,3.6,1.8,2021-03-31,1850,A,47,6.0NRT,288.3,38.6,D
38.577,-97.355,306.8,3.7,1.8,2021-03-31,1850,A,34,6.0NRT,289.5,35.2,D
38.602,-97.322,328.4,3.6,1.8,2021-03-31,1850,A,86,6.0NRT,291.3,158.8,D
38.592,-97.362,327.4,3.7,1.8,2021-03-31,1850,A,85,6.0NRT,291.3,153.2,D
40.187,-90.084,304.2,1.3,1.1,2021-03-31,1850,A,58,6.0NRT,288.8,6.7,D
40.634,-87.474,304.9,1,1,2021-03-31,1850,A,60,6.0NRT,283.6,4.7,D
40.186,-90.09,303.2,1.3,1.1,2021-03-31,1850,A,45,6.0NRT,288.9,5.6,D
38.595,-97.326,327.2,3.6,1.8,2021-03-31,1850,A,70,6.0NRT,291,143.9,D
38.584,-97.367,320.3,3.7,1.8,2021-03-31,1850,A,32,6.0NRT,291.2,96,D
38.61,-97.333,318.8,3.6,1.8,2021-03-31,1850,A,79,6.0NRT,291.7,93.9,D
38.599,-97.373,314,3.7,1.8,2021-03-31,1850,A,56,6.0NRT,290.4,65.2,D
41.351,-82.806,303.6,1.2,1.1,2021-03-31,1850,A,32,6.0NRT,285.8,4.6,D
39.68,-93.324,303.1,2,1.4,2021-03-31,1850,A,47,6.0NRT,286.8,13.3,D
39.675,-93.347,322.3,2,1.4,2021-03-31,1850,A,82,6.0NRT,288.7,53.9,D
39.687,-93.351,328.2,2,1.4,2021-03-31,1850,A,85,6.0NRT,288.6,69.8,D
38.815,-97.295,308.1,3.6,1.8,2021-03-31,1850,A,65,6.0NRT,291.4,36.2,D
38.834,-97.267,304.3,3.6,1.8,2021-03-31,1850,A,59,6.0NRT,292.1,24.7,D
38.824,-97.306,307.2,3.6,1.8,2021-03-31,1850,A,65,6.0NRT,291.7,35.1,D
41.555,-83.843,308.2,1.1,1,2021-03-31,1850,A,67,6.0NRT,277.3,12.3,D
39.912,-93.622,301.7,2,1.4,2021-03-31,1850,A,48,6.0NRT,285.9,12.4,D
41.191,-86.861,306.2,1,1,2021-03-31,1850,A,49,6.0NRT,290.9,5.1,D
40.99,-89.111,303.7,1.1,1.1,2021-03-31,1850,A,57,6.0NRT,287.1,5,D
39.582,-96.231,302.3,2.9,1.6,2021-03-31,1850,A,52,6.0NRT,289.5,18.6,D
42.182,-82.366,306.8,1.3,1.1,2021-03-31,1850,A,62,6.0NRT,289.7,7.2,D
39.699,-96.853,300.6,3.2,1.7,2021-03-31,1850,A,23,6.0NRT,286.3,11.9,D
42.296,-83.167,308.5,1.2,1.1,2021-03-31,1850,A,57,6.0NRT,292.2,7.4,D
42.149,-86.381,318.3,1,1,2021-03-31,1850,A,78,6.0NRT,286.6,16.3,D
42.147,-86.393,305.9,1,1,2021-03-31,1850,A,62,6.0NRT,286.1,6.8,D
41.758,-99.053,338.3,3.7,1.8,2021-03-31,1850,A,86,6.0NRT,280.6,276.5,D
41.75,-99.057,325.9,3.7,1.8,2021-03-31,1850,A,63,6.0NRT,280,155.3,D
42.922,-95.087,316.8,2,1.4,2021-03-31,1850,A,77,6.0NRT,280.8,42.7,D
42.917,-95.111,318.7,2.1,1.4,2021-03-31,1850,A,79,6.0NRT,281.1,48.1,D
42.923,-95.095,326.1,2,1.4,2021-03-31,1850,A,82,6.0NRT,281.9,65.3,D
44.228,-90.107,327.1,1.1,1.1,2021-03-31,1850,A,85,6.0NRT,286.4,31.8,D
47.646,-101.137,323.3,3.1,1.7,2021-03-31,1850,A,0,6.0NRT,283.3,111.9,D
19.417,-71.983,319.1,3,1.6,2021-03-31,1845,A,50,6.0NRT,301.4,33.5,D
17.934,-88.958,311.6,3.2,1.7,2021-03-31,1845,A,32,6.0NRT,292.8,32.1,D
20.001,-76.012,333.6,1.5,1.2,2021-03-31,1845,A,83,6.0NRT,298.2,48.4,D
20.075,-75.967,321.5,1.5,1.2,2021-03-31,1845,A,44,6.0NRT,301.5,13.9,D
19.942,-77.06,322.6,1.3,1.1,2021-03-31,1845,A,69,6.0NRT,304.3,15.6,D
17.65,-91.008,315.2,4.6,2,2021-03-31,1845,A,70,6.0NRT,293.1,66.4,D
17.65,-91.016,312.5,4.6,2,2021-03-31,1845,A,49,6.0NRT,293.1,41.9,D
17.924,-90.284,311.6,4.1,1.9,2021-03-31,1845,A,63,6.0NRT,292.6,51.2,D
20.023,-77.396,323.2,1.2,1.1,2021-03-31,1845,A,71,6.0NRT,303.8,12.2,D
20.171,-77.185,329.7,1.3,1.1,2021-03-31,1845,A,77,6.0NRT,306.2,21.4,D
20.17,-77.197,328.7,1.3,1.1,2021-03-31,1845,A,76,6.0NRT,307.6,18.2,D
20.632,-74.989,322.7,1.8,1.3,2021-03-31,1845,A,63,6.0NRT,301.3,24.9,D
18.701,-88.489,317.7,2.9,1.6,2021-03-31,1845,A,61,6.0NRT,294,46.1,D
18.402,-90.673,308.6,4.2,1.9,2021-03-31,1845,A,42,6.0NRT,291,34.7,D
18.394,-90.712,310.2,4.3,1.9,2021-03-31,1845,A,56,6.0NRT,292.7,40.9,D
20.803,-78.072,327.1,1.2,1.1,2021-03-31,1845,A,71,6.0NRT,307.3,16.3,D
20.849,-78.022,325.2,1.2,1.1,2021-03-31,1845,A,28,6.0NRT,306.3,10.4,D
21.203,-76.656,327.5,1.4,1.2,2021-03-31,1845,A,74,6.0NRT,306,20.3,D
21.394,-78.139,331.7,1.2,1.1,2021-03-31,1845,A,80,6.0NRT,301.2,25.4,D
19.739,-89.012,323.8,3,1.6,2021-03-31,1845,A,78,6.0NRT,294.9,86.8,D
21.555,-77.671,327.7,1.3,1.1,2021-03-31,1845,A,72,6.0NRT,297.2,22,D
19.745,-88.992,312.9,3,1.6,2021-03-31,1845,A,58,6.0NRT,294.2,34.7,D
19.739,-89.02,319.4,3,1.6,2021-03-31,1845,A,73,6.0NRT,294.9,63.5,D
21.583,-79.279,324.3,1.1,1,2021-03-31,1845,A,38,6.0NRT,306.3,9.7,D
21.592,-79.28,326.6,1.1,1,2021-03-31,1845,A,65,6.0NRT,307.4,12.4,D
20.185,-89.173,328,3,1.6,2021-03-31,1845,A,82,6.0NRT,294.7,104.5,D
20.191,-89.15,315,3,1.6,2021-03-31,1845,A,64,6.0NRT,294.2,40,D
20.185,-89.177,328.6,3,1.6,2021-03-31,1845,A,82,6.0NRT,294.6,107.7,D
21.752,-79.924,327.6,1,1,2021-03-31,1845,A,44,6.0NRT,308.1,13.9,D
21.751,-79.934,328.3,1,1,2021-03-31,1845,A,34,6.0NRT,309.6,14.6,D
21.76,-79.935,334.8,1,1,2021-03-31,1845,A,79,6.0NRT,306.1,22.3,D
22.009,-78.109,327.5,1.2,1.1,2021-03-31,1845,A,73,6.0NRT,305.5,20.4,D
21.929,-78.808,331.9,1.1,1.1,2021-03-31,1845,A,51,6.0NRT,304.3,20.3,D
21.928,-78.819,346.7,1.1,1.1,2021-03-31,1845,A,87,6.0NRT,308.9,50.4,D
22.06,-78.659,326.9,1.1,1.1,2021-03-31,1845,A,35,6.0NRT,305.2,16.2,D
22.119,-78.685,338.3,1.1,1.1,2021-03-31,1845,A,87,6.0NRT,306.1,31.5,D
22.118,-78.695,334.3,1.1,1.1,2021-03-31,1845,A,83,6.0NRT,304,24.2,D
22.129,-78.686,333,1.1,1.1,2021-03-31,1845,A,82,6.0NRT,305.2,22.5,D
22.127,-78.697,326.5,1.1,1.1,2021-03-31,1845,A,74,6.0NRT,304.8,12.2,D
22.035,-79.4,372.8,1.1,1,2021-03-31,1845,A,100,6.0NRT,310.2,122.5,D
20.501,-88.892,321.2,2.8,1.6,2021-03-31,1845,A,73,6.0NRT,297.4,56.5,D
20.504,-88.899,316.7,2.8,1.6,2021-03-31,1845,A,60,6.0NRT,295.4,36.4,D
21.991,-80.33,329,1,1,2021-03-31,1845,A,66,6.0NRT,304.1,15.3,D
20.543,-89.076,322.2,2.9,1.6,2021-03-31,1845,A,74,6.0NRT,296.1,55.7,D
20.573,-88.998,318.8,2.9,1.6,2021-03-31,1845,A,69,6.0NRT,297.8,34.9,D
20.734,-88.3,320.1,2.5,1.5,2021-03-31,1845,A,60,6.0NRT,295.9,45.6,D
22.049,-80.236,326.7,1,1,2021-03-31,1845,A,28,6.0NRT,303.8,14.7,D
20.575,-89.003,321.2,2.9,1.6,2021-03-31,1845,A,72,6.0NRT,298.5,46.1,D
20.732,-88.279,315.1,2.5,1.5,2021-03-31,1845,A,54,6.0NRT,291.7,31.3,D
20.727,-88.303,313.7,2.5,1.5,2021-03-31,1845,A,48,6.0NRT,295.1,26.9,D
20.632,-89.016,316.9,2.9,1.6,2021-03-31,1845,A,65,6.0NRT,298.4,31,D
22.203,-80.058,327.5,1,1,2021-03-31,1845,A,32,6.0NRT,299.7,15,D
22.419,-80.165,352.1,1,1,2021-03-31,1845,A,90,6.0NRT,311,52.9,D
21.064,-88.475,317.7,2.5,1.5,2021-03-31,1845,A,60,6.0NRT,296.1,31.9,D
22.559,-79.808,329.5,1,1,2021-03-31,1845,A,73,6.0NRT,307.9,14.8,D
22.558,-79.818,330.3,1,1,2021-03-31,1845,A,77,6.0NRT,310,16.4,D
21.207,-88.238,320,2.4,1.5,2021-03-31,1845,A,69,6.0NRT,297.3,34.9,D
21.203,-88.261,321,2.4,1.5,2021-03-31,1845,A,71,6.0NRT,300.4,38.7,D
21.202,-88.244,326.3,2.4,1.5,2021-03-31,1845,A,77,6.0NRT,298.4,59.7,D
22.369,-81.681,340.9,1,1,2021-03-31,1845,A,89,6.0NRT,304,34.5,D
22.367,-81.69,318.7,1,1,2021-03-31,1845,A,34,6.0NRT,302.8,5.8,D
22.378,-81.682,419,1,1,2021-03-31,1845,A,100,6.0NRT,310,380.8,D
22.376,-81.692,378.6,1,1,2021-03-31,1845,A,100,6.0NRT,306.1,138.8,D
22.342,-83.356,322.7,1.1,1.1,2021-03-31,1845,A,72,6.0NRT,301.6,12.7,D
22.884,-81.107,349,1,1,2021-03-31,1845,A,94,6.0NRT,303,46.9,D
22.893,-81.109,336.7,1,1,2021-03-31,1845,A,85,6.0NRT,306.9,22.8,D
22.733,-82.205,333.6,1,1,2021-03-31,1845,A,83,6.0NRT,306.7,20.1,D
22.716,-82.314,328.3,1,1,2021-03-31,1845,A,57,6.0NRT,307.9,11.3,D
22.789,-82.201,336.1,1,1,2021-03-31,1845,A,75,6.0NRT,305.8,22.4,D
22.825,-82.391,328,1,1,2021-03-31,1845,A,62,6.0NRT,308.9,9.8,D
23.01,-81.194,324.2,1,1,2021-03-31,1845,A,52,6.0NRT,306.5,8.1,D
22.874,-82.126,325.8,1,1,2021-03-31,1845,A,36,6.0NRT,303.1,13,D
22.835,-82.393,328.1,1,1,2021-03-31,1845,A,55,6.0NRT,306.5,9,D
22.833,-82.403,360.6,1,1,2021-03-31,1845,A,100,6.0NRT,311.1,73.7,D
22.987,-81.671,327.8,1,1,2021-03-31,1845,A,76,6.0NRT,303.4,13.9,D
22.919,-82.129,332.8,1,1,2021-03-31,1845,A,82,6.0NRT,307.6,20.4,D
23.068,-81.563,325.6,1,1,2021-03-31,1845,A,55,6.0NRT,303.5,14.2,D
23.048,-81.887,339.9,1,1,2021-03-31,1845,A,88,6.0NRT,301.2,33,D
23.046,-81.897,358.1,1,1,2021-03-31,1845,A,99,6.0NRT,303.1,71.8,D
23.031,-82.673,326.1,1,1,2021-03-31,1845,A,0,6.0NRT,295.1,16.6,D
24.988,-78.038,322.1,1.3,1.1,2021-03-31,1845,A,43,6.0NRT,303.1,14.3,D
25.027,-78.057,318.2,1.3,1.1,2021-03-31,1845,A,64,6.0NRT,301,10.2,D
25.025,-78.07,328.7,1.3,1.1,2021-03-31,1845,A,82,6.0NRT,302.1,26.6,D
25.052,-78.021,341.5,1.3,1.1,2021-03-31,1845,A,91,6.0NRT,304.3,53.4,D
25.05,-78.034,335.7,1.3,1.1,2021-03-31,1845,A,87,6.0NRT,304.2,39.2,D
25.061,-78.036,324.9,1.3,1.1,2021-03-31,1845,A,51,6.0NRT,303.3,19.1,D
25.059,-78.049,325.5,1.3,1.1,2021-03-31,1845,A,59,6.0NRT,303,20.2,D
26.545,-80.914,330.2,1,1,2021-03-31,1845,A,67,6.0NRT,301.4,18.1,D
26.554,-80.91,349,1,1,2021-03-31,1845,A,94,6.0NRT,298.9,50,D
27.124,-80.427,330.6,1.1,1,2021-03-31,1845,A,82,6.0NRT,286.7,25.7,D
27.123,-80.437,326.1,1.1,1,2021-03-31,1845,A,77,6.0NRT,284.6,18.9,D
27.535,-81.065,333.3,1,1,2021-03-31,1845,A,84,6.0NRT,294.1,22.4,D
27.544,-81.062,380.8,1,1,2021-03-31,1845,A,100,6.0NRT,298.3,155.6,D
27.542,-81.083,332.2,1,1,2021-03-31,1845,A,63,6.0NRT,289,23.7,D
27.554,-81.064,336.3,1,1,2021-03-31,1845,A,82,6.0NRT,290.8,30.4,D
27.552,-81.074,326.8,1,1,2021-03-31,1845,A,59,6.0NRT,287.4,16.5,D
27.572,-81.131,330.7,1,1,2021-03-31,1845,A,31,6.0NRT,295.7,18.8,D
28.103,-81.216,366.6,1,1,2021-03-31,1845,A,100,6.0NRT,299.1,101.2,D
28.102,-81.227,360.2,1,1,2021-03-31,1845,A,100,6.0NRT,299.8,81.9,D
30.002,-82.788,317.5,1,1,2021-03-31,1845,A,71,6.0NRT,293.5,8.5,D
30.001,-82.798,334.7,1,1,2021-03-31,1845,A,87,6.0NRT,294.9,28,D
30.019,-85.173,311.2,1.1,1,2021-03-31,1845,A,52,6.0NRT,292.5,6.9,D
30.103,-85.233,313.4,1.1,1,2021-03-31,1845,A,67,6.0NRT,288.1,9.7,D
30.143,-85.436,317.6,1.1,1.1,2021-03-31,1845,A,73,6.0NRT,292.4,10.6,D
30.653,-83.45,312.3,1,1,2021-03-31,1845,A,58,6.0NRT,292,5.4,D
30.622,-83.849,318.3,1,1,2021-03-31,1845,A,69,6.0NRT,293,10.9,D
30.614,-84.21,307.9,1,1,2021-03-31,1845,A,26,6.0NRT,290.3,4.7,D
30.71,-83.884,323.8,1,1,2021-03-31,1845,A,79,6.0NRT,296.7,15.9,D
30.708,-83.894,324.4,1,1,2021-03-31,1845,A,80,6.0NRT,293.5,16.3,D
30.693,-84.117,315.1,1,1,2021-03-31,1845,A,46,6.0NRT,294.6,8.6,D
30.902,-84.679,330.2,1,1,2021-03-31,1845,A,83,6.0NRT,302.6,19.8,D
30.996,-84.555,317.2,1,1,2021-03-31,1845,A,21,6.0NRT,297.5,8.1,D
31.013,-84.675,317.3,1,1,2021-03-31,1845,A,29,6.0NRT,298.8,7.1,D
31.012,-84.686,331.5,1,1,2021-03-31,1845,A,84,6.0NRT,298.5,24.3,D
31.13,-84.216,319.2,1,1,2021-03-31,1845,A,65,6.0NRT,295.2,10.2,D
30.845,-86.225,319.5,1.2,1.1,2021-03-31,1845,A,75,6.0NRT,291.4,15.8,D
30.843,-86.237,328.5,1.2,1.1,2021-03-31,1845,A,78,6.0NRT,291.3,28.3,D
30.889,-86.75,307.4,1.3,1.1,2021-03-31,1845,A,23,6.0NRT,289.3,6.3,D
31.334,-84.332,318.9,1,1,2021-03-31,1845,A,42,6.0NRT,297.4,10.4,D
31.557,-83.129,310.2,1,1,2021-03-31,1845,A,47,6.0NRT,287.7,6.4,D
31.487,-83.925,314.5,1,1,2021-03-31,1845,A,67,6.0NRT,293.7,8.4,D
31.78,-83.885,309.9,1,1,2021-03-31,1845,A,25,6.0NRT,293,2.9,D
32.444,-82.021,312,1.1,1,2021-03-31,1845,A,53,6.0NRT,290.1,5.7,D
32.313,-83.7,329.8,1,1,2021-03-31,1845,A,83,6.0NRT,299.4,22,D
32.351,-83.822,317.4,1,1,2021-03-31,1845,A,59,6.0NRT,295.1,9.5,D
33.01,-79.887,311.8,1.3,1.1,2021-03-31,1845,A,30,6.0NRT,293.4,8.3,D
33.086,-79.67,325.3,1.3,1.1,2021-03-31,1845,A,80,6.0NRT,294.5,27.7,D
33.096,-79.672,312.4,1.3,1.1,2021-03-31,1845,A,56,6.0NRT,293.7,9.5,D
22.341,-101.158,328.9,1.5,1.2,2021-03-31,2025,A,73,6.0NRT,292.5,32.7,D
21.843,-105.123,330.6,1,1,2021-03-31,2025,A,68,6.0NRT,313.3,12,D
22.335,-102.561,331.1,1.3,1.1,2021-03-31,2025,A,54,6.0NRT,312,19.1,D
22.059,-105.157,330.2,1,1,2021-03-31,2025,A,46,6.0NRT,315.4,9.8,D
22.058,-105.167,331.4,1,1,2021-03-31,2025,A,54,6.0NRT,315,11,D
22.153,-105.079,325.7,1,1,2021-03-31,2025,A,51,6.0NRT,312.5,10.1,D
22.2,-105.196,334.3,1,1,2021-03-31,2025,A,77,6.0NRT,313.7,17.3,D
22.283,-104.801,332.2,1,1,2021-03-31,2025,A,72,6.0NRT,314.6,18.8,D
22.342,-105.043,328.8,1,1,2021-03-31,2025,A,62,6.0NRT,310.4,12.9,D
22.395,-105.326,349.8,1,1,2021-03-31,2025,A,92,6.0NRT,313.8,46.1,D
22.468,-105.328,343.4,1,1,2021-03-31,2025,A,88,6.0NRT,288.9,41.2,D
23.15,-99.975,337.6,1.9,1.3,2021-03-31,2025,A,88,6.0NRT,284.4,84.9,D
23.153,-99.981,332.1,1.9,1.3,2021-03-31,2025,A,84,6.0NRT,283.3,65.2,D
22.719,-105.368,330.6,1,1,2021-03-31,2025,A,79,6.0NRT,308.1,14.4,D
22.808,-104.794,322.2,1,1,2021-03-31,2025,A,50,6.0NRT,302.8,6.9,D
22.727,-105.379,327,1,1,2021-03-31,2025,A,56,6.0NRT,307.5,10.8,D
22.726,-105.389,326.7,1,1,2021-03-31,2025,A,35,6.0NRT,305.7,10.2,D
22.741,-105.411,325.9,1,1,2021-03-31,2025,A,58,6.0NRT,305.1,10.3,D
22.805,-105.418,324.5,1,1,2021-03-31,2025,A,72,6.0NRT,301.6,11,D
22.85,-105.491,325.1,1,1,2021-03-31,2025,A,26,6.0NRT,300.8,8.9,D
22.864,-105.454,326.2,1,1,2021-03-31,2025,A,72,6.0NRT,300.2,14,D
22.861,-105.473,324.1,1,1,2021-03-31,2025,A,52,6.0NRT,300.2,10.1,D
22.86,-105.483,332.5,1,1,2021-03-31,2025,A,83,6.0NRT,302.6,19.1,D
22.859,-105.492,334.7,1,1,2021-03-31,2025,A,84,6.0NRT,303,21.1,D
22.872,-105.465,327.6,1,1,2021-03-31,2025,A,51,6.0NRT,297.7,14.6,D
22.87,-105.475,341.3,1,1,2021-03-31,2025,A,89,6.0NRT,303,33.8,D
22.885,-105.497,333.1,1,1,2021-03-31,2025,A,74,6.0NRT,300,19,D
22.88,-105.535,325.6,1,1,2021-03-31,2025,A,62,6.0NRT,301.7,9.9,D
22.865,-105.642,327.4,1,1,2021-03-31,2025,A,77,6.0NRT,304.9,14.7,D
22.897,-105.479,330.8,1,1,2021-03-31,2025,A,66,6.0NRT,296,19.3,D
22.887,-105.546,329.6,1,1,2021-03-31,2025,A,73,6.0NRT,304.1,14.2,D
22.908,-105.53,331.5,1,1,2021-03-31,2025,A,68,6.0NRT,300.9,18.1,D
22.907,-105.54,336.4,1,1,2021-03-31,2025,A,84,6.0NRT,302.8,24.6,D
22.881,-105.723,343.6,1,1,2021-03-31,2025,A,69,6.0NRT,311.3,33.5,D
23.225,-104.975,325.5,1,1,2021-03-31,2025,A,0,6.0NRT,269.4,25.7,D
23.224,-104.985,316.9,1,1,2021-03-31,2025,A,51,6.0NRT,272.4,16.5,D
23.258,-105.798,322.6,1,1,2021-03-31,2025,A,73,6.0NRT,300.7,10,D
23.257,-105.808,328.1,1,1,2021-03-31,2025,A,79,6.0NRT,303.5,15.7,D
23.661,-106,332.3,1,1,2021-03-31,2025,A,83,6.0NRT,306.6,18.5,D
24.289,-106.756,326.3,1,1,2021-03-31,2025,A,65,6.0NRT,305.6,8.8,D
24.341,-107.397,327,1,1,2021-03-31,2025,A,70,6.0NRT,307.8,14.9,D
24.415,-107.458,331.4,1,1,2021-03-31,2025,A,64,6.0NRT,317,17,D
24.802,-106.006,338,1,1,2021-03-31,2025,A,49,6.0NRT,306.3,27.5,D
24.8,-106.016,379.1,1,1,2021-03-31,2025,A,100,6.0NRT,309.2,137.8,D
24.809,-106.017,338.3,1,1,2021-03-31,2025,A,71,6.0NRT,300.1,31.1,D
25.007,-106.304,319.6,1,1,2021-03-31,2025,A,25,6.0NRT,304.4,8.2,D
25.018,-106.303,340.8,1,1,2021-03-31,2025,A,87,6.0NRT,307.2,36.1,D
25.578,-107.017,325.2,1,1,2021-03-31,2025,A,52,6.0NRT,305.9,13.2,D
25.576,-107.027,332.9,1,1,2021-03-31,2025,A,78,6.0NRT,312.8,22.3,D
25.791,-107.129,328.1,1,1,2021-03-31,2025,A,64,6.0NRT,308.3,15.4,D
25.824,-107.161,322.6,1,1,2021-03-31,2025,A,32,6.0NRT,305,8.5,D
25.841,-107.236,326.6,1,1,2021-03-31,2025,A,70,6.0NRT,312.6,10.5,D
25.92,-108.18,339.7,1.1,1,2021-03-31,2025,A,87,6.0NRT,321.6,22.6,D
26.283,-107.112,323.1,1,1,2021-03-31,2025,A,61,6.0NRT,295.6,12.4,D
26.423,-106.581,323.4,1,1,2021-03-31,2025,A,60,6.0NRT,310.8,7.7,D
26.648,-106.69,322.3,1,1,2021-03-31,2025,A,51,6.0NRT,303.5,9.7,D
27.008,-107.064,327.1,1,1,2021-03-31,2025,A,65,6.0NRT,309.2,11.8,D
27.152,-107.093,326.6,1,1,2021-03-31,2025,A,57,6.0NRT,307.9,13,D
27.15,-107.103,323.9,1,1,2021-03-31,2025,A,51,6.0NRT,304.5,9.8,D
27.145,-107.326,344.8,1,1,2021-03-31,2025,A,90,6.0NRT,310.9,38.5,D
27.144,-107.336,323.3,1,1,2021-03-31,2025,A,42,6.0NRT,307,7.9,D
27.504,-108.076,323.9,1,1,2021-03-31,2025,A,55,6.0NRT,304.4,11.3,D
27.625,-108.069,335.9,1,1,2021-03-31,2025,A,81,6.0NRT,303.7,28.9,D
30.49,-109.625,331.9,1.1,1,2021-03-31,2025,A,75,6.0NRT,315,16.5,D
30.488,-109.636,327.8,1.1,1,2021-03-31,2025,A,66,6.0NRT,314.7,10.8,D
31.373,-106.085,339.9,1.1,1,2021-03-31,2025,A,87,6.0NRT,309.6,35.7,D
32.668,-108.529,325.1,1,1,2021-03-31,2025,A,61,6.0NRT,304.1,15.1,D
33.934,-98.711,316.8,3.2,1.7,2021-03-31,2025,A,66,6.0NRT,297,54.3,D
33.93,-98.715,314.9,3.2,1.7,2021-03-31,2025,A,62,6.0NRT,296.8,48.8,D
33.633,-104.359,354.9,1.4,1.2,2021-03-31,2025,A,97,6.0NRT,313.5,93.3,D
33.631,-104.374,325.8,1.4,1.2,2021-03-31,2025,A,62,6.0NRT,311.4,14.2,D
34.458,-97.279,310.4,4,1.9,2021-03-31,2025,A,41,6.0NRT,295.6,49.4,D
33.487,-108.273,325.9,1,1,2021-03-31,2025,A,71,6.0NRT,304.9,15.4,D
34.543,-100.475,331.9,2.5,1.5,2021-03-31,2025,A,83,6.0NRT,302.3,86.2,D
34.541,-100.502,322.6,2.5,1.5,2021-03-31,2025,A,73,6.0NRT,301.5,44.2,D
33.687,-108.424,366,1,1,2021-03-31,2025,A,100,6.0NRT,310.3,90.9,D
33.685,-108.435,344.7,1,1,2021-03-31,2025,A,91,6.0NRT,313.9,39.1,D
33.697,-108.415,362.1,1,1,2021-03-31,2025,A,100,6.0NRT,314.7,81.2,D
33.695,-108.426,402.4,1,1,2021-03-31,2025,A,100,6.0NRT,317.2,256.7,D
33.694,-108.436,360.8,1,1,2021-03-31,2025,A,100,6.0NRT,310.7,77.2,D
35.252,-99.999,312.5,2.7,1.6,2021-03-31,2025,A,46,6.0NRT,299.8,18.2,D
35.243,-99.973,314.6,2.7,1.6,2021-03-31,2025,A,42,6.0NRT,300.3,24.1,D
35.752,-98.451,309.5,3.4,1.7,2021-03-31,2025,A,38,6.0NRT,295.3,36.3,D
35.802,-99.884,310.8,2.8,1.6,2021-03-31,2025,A,42,6.0NRT,298.2,17.6,D
36.045,-96.323,320.5,4.7,2,2021-03-31,2025,A,75,6.0NRT,294.8,150.3,D
36.045,-96.332,320,4.7,2,2021-03-31,2025,A,75,6.0NRT,294.6,138.3,D
